1,0.418650
2,0.068933
3,0.084568
4,0.077491
5,0.091224
6,0.090484
7,0.089814
8,0.094448
9,0.087035
10,0.086272
11,0.104225
12,0.127162
13,0.155591
14,0.136964
15,0.162530
16,0.148576
17,0.276530
18,0.122419
19,0.171804
20,0.120772
21,0.188075
22,0.204600
23,0.234839
24,0.198137
25,0.300380
26,0.202984
27,0.164811
28,0.350562
29,0.276629
30,0.450270
31,0.577636
32,0.371129
33,0.298822
34,0.399475
35,0.325189
36,0.343598
37,0.340109
38,0.337219
39,0.249122
40,0.349139
41,0.431059
42,0.389384
43,0.395520
44,0.444926
45,0.395698
46,0.389052
47,0.449018
48,0.345852
49,0.376506
50,0.396312
51,0.339559
52,0.439543
53,0.531900
54,0.465093
55,0.434062
56,0.347363
57,0.466401
58,0.410187
59,0.450035
60,0.759468
61,0.480810
62,0.613114
63,0.455416
64,0.496098
65,0.508735
66,0.508459
67,0.538335
68,0.487800
69,0.522845
70,0.625245
71,0.554231
72,0.561317
73,0.649923
74,0.593951
75,0.527247
76,0.719954
77,0.811750
78,0.635313
79,0.602748
80,0.734518
81,0.665319
82,0.648477
83,0.750119
84,0.629722
85,0.682857
86,0.608113
87,0.772185
88,0.783506
89,1.024558
90,0.709293
91,0.706277
92,0.835032
93,0.752137
94,0.771181
95,0.832396
96,0.722264
97,0.652896
98,0.723708
99,0.791756
100,0.760680
