1,1.344990
2,0.708179
3,1.296855
4,2.028742
5,2.565065
6,3.251098
7,7.965489
8,2.820167
9,4.068334
10,4.432818
11,3.963004
12,5.629916
13,5.453841
14,5.802885
15,7.127411
16,7.862724
17,15.330442
18,17.248446
19,13.365919
20,11.638082
21,12.235548
22,11.595959
23,19.588882
24,18.420832
25,14.621175
26,19.796661
27,12.938149
28,14.575271
29,12.321507
30,13.918118
31,15.537862
32,19.594976
33,14.268835
34,17.921576
35,14.503889
36,17.340330
37,17.469683
38,19.667078
39,20.811335
40,20.114748
41,19.920172
42,18.854111
43,20.333565
44,20.900616
45,27.785725
46,51.661549
47,19.277637
48,28.729755
49,26.323982
50,21.532230
51,29.407635
52,24.890543
53,24.809015
54,25.337681
55,60.036507
56,29.082582
57,28.993063
58,59.516270
59,26.351141
60,29.017416
61,59.711575
62,58.803337
63,28.359236
64,60.036572
65,28.676622
66,60.045261
67,60.034950
68,60.036884
69,60.091942
70,60.094658
71,60.043884
72,60.060764
73,60.115219
74,60.144058
