1,0.279993
2,0.094335
3,0.165302
4,0.320161
5,0.315000
6,0.438803
7,0.475796
8,0.547368
9,0.449593
10,0.680187
11,0.815301
12,0.787062
13,0.817578
14,0.956361
15,1.071896
16,0.906396
17,0.989427
18,0.994319
19,1.156077
20,1.345809
21,1.408460
22,1.110807
23,1.462278
24,1.224343
25,1.361692
26,1.408716
27,1.774437
28,1.608997
29,1.797463
30,1.716581
31,1.702060
32,1.814929
33,1.955905
34,1.900584
35,2.213168
36,1.978290
37,2.277387
38,2.272065
39,2.200068
40,2.334696
41,2.443859
42,2.492313
43,2.483137
44,2.917395
45,2.375391
46,2.648434
47,2.754852
48,2.914016
49,2.886865
50,2.845554
51,3.324678
52,2.948726
53,3.287117
54,3.331572
55,3.203113
56,3.274813
57,3.336212
58,3.211990
59,3.634683
60,3.614604
61,3.353862
62,3.676130
63,3.619404
64,3.695626
65,3.733313
66,3.883210
67,3.871782
68,3.923079
69,4.395594
70,3.972697
71,4.331409
72,3.938327
73,4.219326
74,4.129011
75,4.084218
76,4.383584
77,4.414739
78,4.209712
79,5.200107
80,4.742671
81,4.542097
82,4.854685
83,4.736977
84,4.724244
85,4.880665
86,5.080139
87,4.582614
88,5.988643
89,5.361072
90,5.051956
91,5.230441
92,5.497996
93,0.676041
94,0.680743
95,0.706656
96,0.692135
97,0.785949
98,0.710468
99,0.791340
100,0.760756
