1,0.893478
2,0.992510
3,0.768442
4,1.775489
5,2.450050
6,2.785301
7,3.195882
8,3.969630
9,5.044822
10,12.499995
11,5.156847
12,7.202862
13,6.587729
14,6.398359
15,9.039240
16,8.489861
17,8.598689
18,8.913913
19,8.750591
20,8.836900
21,9.898295
22,9.880750
23,10.195196
24,9.884862
25,11.093539
26,13.828606
27,10.998648
28,12.427322
29,14.602330
30,15.182614
31,12.883354
32,14.306073
33,16.619200
34,19.436186
35,15.962042
36,16.170471
37,22.091478
38,18.826174
39,15.871764
40,18.199177
41,17.114046
42,19.735367
43,20.526558
44,27.212280
45,22.000637
46,21.711840
47,22.083755
48,21.305065
49,23.416140
50,23.907330
51,26.381845
52,23.043034
53,26.711458
54,59.067451
55,57.171547
