1,0.563138
2,0.113306
3,0.165385
4,0.238938
5,0.323321
6,0.383743
7,0.454806
8,0.485561
9,0.553798
10,0.649781
11,0.750397
12,0.647426
13,0.744056
14,0.880457
15,0.903768
16,0.884202
17,1.113302
18,1.100681
19,1.281476
20,1.144140
21,1.161004
22,1.189399
23,1.438821
24,1.646817
25,1.503595
26,1.533338
27,1.586667
28,1.523805
29,1.944293
30,1.831401
31,1.683396
32,1.918801
33,1.907230
34,2.040765
35,2.021120
36,2.041632
37,2.050361
38,2.328594
39,2.203659
40,2.456650
41,2.398817
42,2.292186
43,2.798054
44,2.616945
45,2.587611
46,2.568897
47,2.534061
48,2.840003
49,2.720203
50,2.737008
51,3.117135
52,2.894494
53,3.336107
54,3.243094
55,3.346670
56,3.366399
57,3.733521
58,3.414033
59,3.458605
60,3.495528
61,3.592462
62,3.632186
63,3.863112
64,3.668867
65,4.135914
66,4.430353
67,4.031416
68,4.248922
69,3.909383
70,3.924177
71,4.337697
72,4.142059
73,4.117908
74,3.962837
75,4.387222
76,4.651546
77,4.443683
78,4.456901
79,4.691283
80,5.044339
81,4.527158
82,5.492332
83,4.597306
84,4.730948
85,4.953004
86,4.837170
87,4.834074
88,5.419456
89,5.036396
90,5.077873
91,4.991926
92,5.423176
93,5.489148
94,5.564563
95,6.687670
96,6.488245
97,5.596757
98,6.099657
99,5.610690
100,5.884029
