1,0.260957
2,0.118049
3,0.152012
4,0.198105
5,0.365457
6,0.373377
7,0.463650
8,0.545702
9,0.547319
10,0.503150
11,0.680454
12,0.760624
13,0.745790
14,0.803563
15,0.912948
16,1.037113
17,1.226124
18,1.001117
19,1.102129
20,1.197040
21,1.539458
22,1.531083
23,1.468566
24,1.358155
25,1.586220
26,1.503276
27,1.528698
28,1.679415
29,2.086037
30,1.635859
31,1.801073
32,2.140075
33,2.041736
34,2.000390
35,2.057499
36,2.213447
37,2.479960
38,2.361429
39,2.186146
40,2.389039
41,3.160015
42,2.528362
43,3.006925
44,2.494241
45,2.601136
46,2.874661
47,2.639206
48,2.772914
49,3.084520
50,2.939252
51,2.906565
52,3.259600
53,3.140329
54,3.272149
55,3.323005
56,3.186410
57,3.766911
58,3.328748
59,3.407608
60,3.200624
61,3.417982
62,3.506873
63,4.157218
64,3.703348
65,4.664244
66,4.416469
67,4.136419
68,3.715879
69,4.229061
70,4.439453
71,4.200740
72,4.510260
73,4.705108
74,4.183775
75,4.399796
76,4.705254
77,4.492584
78,4.761662
79,4.595004
80,4.735262
81,4.711261
82,4.790696
83,4.813141
84,4.367894
85,5.026504
86,5.079629
87,5.207646
88,5.662327
89,5.616530
90,5.718768
91,5.601418
92,5.279915
93,5.920924
94,5.798924
95,5.563896
96,5.563324
97,6.180521
98,5.709670
99,6.629656
100,5.572808
