1,0.574876
2,1.681898
3,0.950769
4,1.837786
5,2.421824
6,3.008963
7,3.399081
8,3.528064
9,4.045276
10,6.486718
11,4.624173
12,4.856557
13,6.667620
14,6.087682
15,6.865667
16,9.519213
17,9.876932
18,8.648795
19,11.471374
20,10.305987
21,12.203304
22,10.621186
23,12.108299
24,11.743667
25,13.194793
26,12.805646
27,15.002063
28,11.897962
29,15.252398
30,12.280129
31,19.057737
32,12.140008
33,12.671567
34,12.583455
35,12.910577
36,12.680605
37,11.284714
38,13.850143
39,14.205270
40,10.887687
41,12.988664
42,13.825020
43,11.106882
44,12.255228
45,12.666008
46,11.709152
47,19.427595
48,14.187822
49,14.080153
50,12.648460
51,13.914072
52,18.717966
53,12.762527
54,13.874952
55,17.701384
56,12.203269
57,11.521044
58,12.353983
59,11.756701
60,12.442860
61,12.530005
62,12.994986
63,12.483765
64,11.587873
65,12.428370
66,12.116066
67,13.141601
68,13.910732
69,16.507315
70,14.332271
71,11.502304
72,13.465421
73,12.704122
74,13.398235
75,11.409883
76,11.658086
77,12.947186
78,11.593837
79,13.186894
80,12.785460
81,18.981691
82,11.604688
83,13.754776
84,13.448482
85,13.580400
86,12.496186
87,12.022161
88,11.908040
89,12.413999
90,12.585313
91,12.830915
92,14.573689
93,12.199013
94,12.297707
95,12.524821
96,15.329748
97,11.364341
98,12.422666
99,13.855744
100,10.919723
