1,0.624575
2,0.176868
3,0.188138
4,0.397673
5,0.251987
6,0.282424
7,0.448978
8,0.449319
9,0.477375
10,0.699536
11,0.601919
12,0.969535
13,0.716904
14,0.781346
15,0.999058
16,1.108562
17,1.015092
18,1.174429
19,0.949855
20,1.269691
21,1.211168
22,1.448535
23,1.243813
24,1.642114
25,1.482026
26,1.598717
27,1.749814
28,1.716136
29,0.433412
30,2.097974
31,1.828790
32,1.919519
33,1.972176
34,0.189582
35,0.285222
36,0.269213
37,0.280083
38,0.298294
39,0.301753
40,0.356804
41,0.290701
42,0.398216
43,0.249737
44,0.312461
45,0.484211
46,0.399421
47,0.250037
48,0.364984
49,0.332881
50,0.448981
51,0.550051
52,0.306696
53,0.458978
54,0.405567
55,0.488467
56,0.336764
57,0.750562
58,0.549638
59,0.478373
60,0.454823
61,0.506437
62,0.641256
63,0.478155
64,0.485071
65,0.499872
66,0.511531
67,0.640984
68,0.648665
69,0.585497
70,0.711790
71,0.546542
72,0.567347
73,0.661833
74,0.607217
75,0.452596
76,0.534374
77,0.672494
78,0.621447
79,0.549446
80,0.645125
81,0.522528
82,0.688772
83,0.783575
84,0.701092
85,0.856351
86,0.747761
87,0.829972
88,0.671244
89,0.754206
90,0.677133
91,0.617667
92,0.651510
93,0.704795
94,0.868172
95,0.784145
96,0.754183
97,0.861980
98,0.797127
99,0.664710
100,1.031484
